WEB_ADDRESS,RECALL_NUMBER,PRODUCT_DESCRIPTION,TRADE_NAME,RECALL_CLASS,CENTER,CENTER_CLASSIFICATION_DT,POSTED_INTERNET_DT,TERMINATION_DT,FIRM_NAME,MANUFACTURER_RECALL_REASON
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215108,Z-2332-2025,"Novum IQ LVP (Large Volume Pump), Product Code 40700BAXUS, infusion pump",Baxter Novum,1,CDRH,2025/08/29 16:46:12,2025/08/29 21:06:32,,Baxter Healthcare Corporation,Baxter Healthcare Corporation is issuing an Urgent Medical Device Correction for the Novum IQ Large Volume Pump (LVP) and Novum IQ Syringe Pump (SP) due to software anomalies that may result in a blank Run screen (LVP and SP) and/or false motor movement system error (SP only).  
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215111,Z-2333-2025,"Novum IQ Syringe Pump, Product Code 40800BAXUS, infusion pump",Baxter Novum,1,CDRH,2025/08/29 16:46:12,2025/08/29 21:06:32,,Baxter Healthcare Corporation,Baxter Healthcare Corporation is issuing an Urgent Medical Device Correction for the Novum IQ Large Volume Pump (LVP) and Novum IQ Syringe Pump (SP) due to software anomalies that may result in a blank Run screen (LVP and SP) and/or false motor movement system error (SP only).  
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215482,Z-2334-2025,"Novum IQ Syringe Pump, Product Code 40700BAX, infusion pump",Baxter Novum,1,CDRH,2025/08/29 16:46:12,2025/08/29 21:06:32,,Baxter Healthcare Corporation,Baxter Healthcare Corporation is issuing an Urgent Medical Device Correction for the Novum IQ Large Volume Pump (LVP) and Novum IQ Syringe Pump (SP) due to software anomalies that may result in a blank Run screen (LVP and SP) and/or false motor movement system error (SP only).  
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215342,Z-2426-2025,"WATCHMAN TruSeal Access System SGL, OUS, Material Number (UPN) M635TS70010; intended to provide vascular and transseptal access for all WATCHMAN Left Atrial Appendage Closure Devices with Delivery Systems.",Boston Scientific WATCHMAN,1,CDRH,2025/08/29 11:30:32,2025/08/29 21:06:26,,Boston Scientific Corporation,"Boston Scientific has identified a higher likelihood of air embolism events when procedures are performed without positive pressure-controlled ventilation. According to published literature and clinical data, in percutaneous procedures requiring transseptal access to the left atrium when conscious or deep sedation is used, patients have an approximately three-times higher risk (U.S. study) of negative left atrium pressure and air ingress.  
This risk is especially prevalent in patients with pre-existing low left atrial pressure, hypovolemia, and partial upper airway collapse."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215351,Z-2435-2025,"WATCHMAN FXD Curve Access System Dbl, US, Material Number (UPN) M635TU80020; intended to provide vascular and transseptal access for the family of WATCHMAN FLX LAAC Devices with Delivery Systems.",Boston Scientific WATCHMAN,1,CDRH,2025/08/29 11:30:32,2025/08/29 21:06:26,,Boston Scientific Corporation,"Boston Scientific has identified a higher likelihood of air embolism events when procedures are performed without positive pressure-controlled ventilation. According to published literature and clinical data, in percutaneous procedures requiring transseptal access to the left atrium when conscious or deep sedation is used, patients have an approximately three-times higher risk (U.S. study) of negative left atrium pressure and air ingress.  
This risk is especially prevalent in patients with pre-existing low left atrial pressure, hypovolemia, and partial upper airway collapse."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215349,Z-2433-2025,"WATCHMAN TruSeal Access System ANT, US, Material Number (UPN) M635TU70040; intended to provide vascular and transseptal access for all WATCHMAN Left Atrial Appendage Closure Devices with Delivery Systems.",Boston Scientific WATCHMAN,1,CDRH,2025/08/29 11:30:32,2025/08/29 21:06:26,,Boston Scientific Corporation,"Boston Scientific has identified a higher likelihood of air embolism events when procedures are performed without positive pressure-controlled ventilation. According to published literature and clinical data, in percutaneous procedures requiring transseptal access to the left atrium when conscious or deep sedation is used, patients have an approximately three-times higher risk (U.S. study) of negative left atrium pressure and air ingress.  
This risk is especially prevalent in patients with pre-existing low left atrial pressure, hypovolemia, and partial upper airway collapse."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215346,Z-2430-2025,"WATCHMAN FXD Curve Access Sys Dbl, OUS, Material Number (UPN) M635TS80020; intended to provide vascular and transseptal access for the family of WATCHMAN FLX LAAC Devices with Delivery Systems.",Boston Scientific WATCHMAN,1,CDRH,2025/08/29 11:30:32,2025/08/29 21:06:26,,Boston Scientific Corporation,"Boston Scientific has identified a higher likelihood of air embolism events when procedures are performed without positive pressure-controlled ventilation. According to published literature and clinical data, in percutaneous procedures requiring transseptal access to the left atrium when conscious or deep sedation is used, patients have an approximately three-times higher risk (U.S. study) of negative left atrium pressure and air ingress.  
This risk is especially prevalent in patients with pre-existing low left atrial pressure, hypovolemia, and partial upper airway collapse."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215343,Z-2427-2025,"WATCHMAN TruSeal Access System DBL, OUS, Material Number (UPN) M635TS70020; intended to provide vascular and transseptal access for all WATCHMAN Left Atrial Appendage Closure Devices with Delivery Systems.",Boston Scientific WATCHMAN,1,CDRH,2025/08/29 11:30:32,2025/08/29 21:06:26,,Boston Scientific Corporation,"Boston Scientific has identified a higher likelihood of air embolism events when procedures are performed without positive pressure-controlled ventilation. According to published literature and clinical data, in percutaneous procedures requiring transseptal access to the left atrium when conscious or deep sedation is used, patients have an approximately three-times higher risk (U.S. study) of negative left atrium pressure and air ingress.  
This risk is especially prevalent in patients with pre-existing low left atrial pressure, hypovolemia, and partial upper airway collapse."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215350,Z-2434-2025,"WATCHMAN FXD Curve Access System Sgl, US, Material Number (UPN) M635TU80010; intended to provide vascular and transseptal access for the family of
WATCHMAN FLX LAAC Devices with Delivery Systems.",Boston Scientific WATCHMAN,1,CDRH,2025/08/29 11:30:32,2025/08/29 21:06:26,,Boston Scientific Corporation,"Boston Scientific has identified a higher likelihood of air embolism events when procedures are performed without positive pressure-controlled ventilation. According to published literature and clinical data, in percutaneous procedures requiring transseptal access to the left atrium when conscious or deep sedation is used, patients have an approximately three-times higher risk (U.S. study) of negative left atrium pressure and air ingress.  
This risk is especially prevalent in patients with pre-existing low left atrial pressure, hypovolemia, and partial upper airway collapse."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215352,Z-2436-2025,"WATCHMAN TruSteer Access System, US, Material Number (UPN) M635TU90050;intended to provide vascular and transseptal access for the family of WATCHMAN FLX LAAC Devices with Delivery Systems.",Boston Scientific WATCHMAN,1,CDRH,2025/08/29 11:30:32,2025/08/29 21:06:26,,Boston Scientific Corporation,"Boston Scientific has identified a higher likelihood of air embolism events when procedures are performed without positive pressure-controlled ventilation. According to published literature and clinical data, in percutaneous procedures requiring transseptal access to the left atrium when conscious or deep sedation is used, patients have an approximately three-times higher risk (U.S. study) of negative left atrium pressure and air ingress.  
This risk is especially prevalent in patients with pre-existing low left atrial pressure, hypovolemia, and partial upper airway collapse."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215347,Z-2431-2025,"WATCHMAN TruSeal Access System SGL, US, Material Number (UPN) M635TU70010; intended to provide vascular and transseptal access for all WATCHMAN Left Atrial Appendage Closure Devices with Delivery Systems.",Boston Scientific WATCHMAN,1,CDRH,2025/08/29 11:30:32,2025/08/29 21:06:26,,Boston Scientific Corporation,"Boston Scientific has identified a higher likelihood of air embolism events when procedures are performed without positive pressure-controlled ventilation. According to published literature and clinical data, in percutaneous procedures requiring transseptal access to the left atrium when conscious or deep sedation is used, patients have an approximately three-times higher risk (U.S. study) of negative left atrium pressure and air ingress.  
This risk is especially prevalent in patients with pre-existing low left atrial pressure, hypovolemia, and partial upper airway collapse."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215345,Z-2429-2025,"WATCHMAN FXD Curve Access Sys Sgl, OUS, Material Number (UPN) M635TS80010; intended to provide vascular and transseptal access for the family of WATCHMAN FLX LAAC Devices with Delivery Systems.",Boston Scientific WATCHMAN,1,CDRH,2025/08/29 11:30:32,2025/08/29 21:06:26,,Boston Scientific Corporation,"Boston Scientific has identified a higher likelihood of air embolism events when procedures are performed without positive pressure-controlled ventilation. According to published literature and clinical data, in percutaneous procedures requiring transseptal access to the left atrium when conscious or deep sedation is used, patients have an approximately three-times higher risk (U.S. study) of negative left atrium pressure and air ingress.  
This risk is especially prevalent in patients with pre-existing low left atrial pressure, hypovolemia, and partial upper airway collapse."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215344,Z-2428-2025,"WATCHMAN TruSeal Access System ANT, OUS, Material Number (UPN) M635TS70040; intended to provide vascular and transseptal access for all WATCHMAN Left Atrial Appendage Closure Devices with Delivery Systems.",Boston Scientific WATCHMAN,1,CDRH,2025/08/29 11:30:32,2025/08/29 21:06:26,,Boston Scientific Corporation,"Boston Scientific has identified a higher likelihood of air embolism events when procedures are performed without positive pressure-controlled ventilation. According to published literature and clinical data, in percutaneous procedures requiring transseptal access to the left atrium when conscious or deep sedation is used, patients have an approximately three-times higher risk (U.S. study) of negative left atrium pressure and air ingress.  
This risk is especially prevalent in patients with pre-existing low left atrial pressure, hypovolemia, and partial upper airway collapse."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215348,Z-2432-2025,"WATCHMAN TruSeal Access System DBL, US, Material Number (UPN) M635TU70020; intended to provide vascular and transseptal access for all WATCHMAN Left Atrial Appendage Closure Devices with Delivery Systems.",Boston Scientific WATCHMAN,1,CDRH,2025/08/29 11:30:32,2025/08/29 21:06:26,,Boston Scientific Corporation,"Boston Scientific has identified a higher likelihood of air embolism events when procedures are performed without positive pressure-controlled ventilation. According to published literature and clinical data, in percutaneous procedures requiring transseptal access to the left atrium when conscious or deep sedation is used, patients have an approximately three-times higher risk (U.S. study) of negative left atrium pressure and air ingress.  
This risk is especially prevalent in patients with pre-existing low left atrial pressure, hypovolemia, and partial upper airway collapse."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215096,Z-2474-2025,"STA-Liquid Anti-Xa 4. Model/Catalog Number: 00311US.

The STA - Liquid Anti-Xa kits are intended for use with STA-R, STA Compact and STA Satellite analyzers, for the quantitative determination of the plasma levels of unfractionated (UFH) and low molecular weight (LMWH) heparins by measuring their anti-Xa activity on antithrombin in a competitive assay using a synthetic chromogenic substrate.

",STA-Liquid Anti-Xa 4,2,CDRH,2025/08/29 5:02:36,2025/08/28 21:07:01,,"Diagnostica Stago, Inc.",Potential for contamination of STA-LIQUID ANTI-Xa by Stago Fibrinogen reagents in UFH and LMWH applications.
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215098,Z-2476-2025,"STA - Fibrinogen 5. Model/Catalog Number: 00674. 

The STA - Fibrinogen 5 kit is intended for use with the analyzers of the STA-R, STA Compact and STA Satellite families for the quantitative determination of fibrinogen levels in human citrated plasma by the clotting 
method of Clauss.
",STA - Fibrinogen 5,2,CDRH,2025/08/29 5:02:36,2025/08/28 21:07:01,,"Diagnostica Stago, Inc.",Potential for contamination of STA-LIQUID ANTI-Xa by Stago Fibrinogen reagents in UFH and LMWH applications.
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215097,Z-2475-2025,"STA-Liquid Anti-Xa 8. Model/Catalog Number: 00322US. 

The STA - Liquid Anti-Xa kits are intended for use with STA-R, STA Compact and STA Satellite analyzers, for the quantitative determination of the plasma levels of unfractionated (UFH) and low molecular weight (LMWH) heparins by measuring their anti-Xa activity on antithrombin in a competitive assay using a synthetic chromogenic substrate.

",STA-Liquid Anti-Xa 8,2,CDRH,2025/08/29 5:02:36,2025/08/28 21:07:01,,"Diagnostica Stago, Inc.",Potential for contamination of STA-LIQUID ANTI-Xa by Stago Fibrinogen reagents in UFH and LMWH applications.
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215095,Z-2473-2025,"STA Satellite. Product Code: All references. All software versions.

The STA Satellite is a fully automated benchtop analyzer capable of simultaneously performing clotting, chromogenic, and immunologic assays.

",STA Satellite,2,CDRH,2025/08/29 5:02:36,2025/08/28 21:07:01,,"Diagnostica Stago, Inc.",Potential for contamination of STA-LIQUID ANTI-Xa by Stago Fibrinogen reagents in UFH and LMWH applications.
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215484,Z-2479-2025,"Medline Kits containing BD SureStep Foley Tray Systems:

SKU/Description:

CDS984076J	GYN ROBOTIC
DYNJG001004A	LAVH MINOR
DYNJG901001B	CRANIOTOMY
DYNJ908819B	KIT CRANIOTOMY

(only units from SKU DYNJG001004A	LAVH MINOR were distributed)",Medline,2,CDRH,2025/08/28 17:34:20,2025/08/28 21:06:55,,"MEDLINE INDUSTRIES, LP - Northfield","Kits contain SureStep Foley Tray Systems recalled by BD that include incorrect product information insert sheets. If a mislabeled tray is used, patient risk ranges from minor injury to injury that requires medical intervention, such as infection or local/systemic allergic reaction (anaphylaxis)."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215325,Z-2460-2025,"Medline ReNewal Reprocessed St. Jude Medical Response and Supreme Diagnostic Electrophysiology Catheter Models
401150RH, 401206RH, 401207RH, 401210RH, 401211RH, 401212RH, 401222RH, 401223RH, 401226RH, 401227RH, 401228RH, 401260RH, 401261RH, 401271RH, 401305RH, 401306RH, 401309RH, 401310RH, 401311RH, 401312RH, 401317RH, 401353RH, 401357RH, 401381RH, 401392RH, 401399RH, 401400RH, 401425RH, 401430RH, 401433RH, 401434RH, 401435RH, 401436RH, 401438RH, 401441RH, 401442RH, 401445RH, 401443RH, 401444RH, 401448RH, 401449RH, 401450RH, 401451RH, 401453RH, 401466RH, 401468RH, 401474RH, 401475RH, 401859RH, 401860RH, 401863RH, 401864RH, 401865RH, 401876RH, 401877RH, 401878RH, 401890RH, 401891RH, 401892RH, 401893RH, 401966RH, 401967RH, 401979RH, 401994RH, 401996RH, 402004RH, 402008RH, 402009RH, 402010RH, 402011RH, 402012RH ",Medline ReNewal Reprocessed St. Jude Medical Response and Supreme Electrophysiology Catheter,1,CDRH,2025/08/28 15:06:03,2025/08/28 21:06:57,,"MEDLINE INDUSTRIES, LP - Northfield",Specific lots of reprocessed electrophysiology catheters may contain small residual particulates.
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215328,Z-2465-2025,"AMERICAN CONTRACT SYSTEMS, Medical Procedure kits and trays labeled as:  
1) LAP CHOLE PACK, Model/Item Number CILC69L; 
2) LAP CHOLE PACK, Model/Item Number HNLC80J; 
3) LAP CHOLE PACK, Model/Item Number JKLC55H; 
4) LAPAROSCOPY PACK, Model/Item Number LLLA21K; 
5) GENERAL LAPAROSCOPY MPH, Model/Item Number MPGL15G; 

",AMERICAN CONTRACT SYSTEMS,2,CDRH,2025/08/28 14:26:34,2025/08/28 21:07:02,,American Contract Systems Inc,"During an internal investigation, ACS determined that the rationale for sterilization of certain components was not justified and therefore, some components are not fit for further sterilization according to ACS procedures. As a result, ACS is unable to confirm product sterilization assurance requirements were met."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215329,Z-2466-2025,"AMERICAN CONTRACT SYSTEMS, Medical Procedure kits and trays labeled as:  
1) CYSTO, Model/Item Number ASCY24A; 
2) CYSTO PACK, Model/Item Number BUCY78E; 
3) CYSTO PACK, Model/Item Number LMCP22T; 
4) TUR BASIN PACK, Model/Item Number LMTU31T; 
5) CYSTO, Model/Item Number SACY80S; 
6) UROLOGY PACK, Model/Item Number SPUR64F.  ",AMERICAN CONTRACT SYSTEMS,2,CDRH,2025/08/28 14:26:34,2025/08/28 21:07:02,,American Contract Systems Inc,"During an internal investigation, ACS determined that the rationale for sterilization of certain components was not justified and therefore, some components are not fit for further sterilization according to ACS procedures. As a result, ACS is unable to confirm product sterilization assurance requirements were met."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215331,Z-2468-2025,"AMERICAN CONTRACT SYSTEMS, Medical Procedure kits and trays labeled as:  
1) SFCH CRANI PACK (PS 132432), MODEL/ITEM NUMBER UICR10W; 
2) SFCH SHUNT PACK (PS 139798), MODEL/ITEM NUMBER UISH55V. 
",AMERICAN CONTRACT SYSTEMS,2,CDRH,2025/08/28 14:26:34,2025/08/28 21:07:02,,American Contract Systems Inc,"During an internal investigation, ACS determined that the rationale for sterilization of certain components was not justified and therefore, some components are not fit for further sterilization according to ACS procedures. As a result, ACS is unable to confirm product sterilization assurance requirements were met."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215326,Z-2464-2025,"AMERICAN CONTRACT SYSTEMS, Medical Procedure kits and trays labeled as:  
1) HEART PACK - 205947, MODEL/ITEM NUMBER ANCV78BC; 
2) VASCULAR PACK - 232024, MODEL/ITEM NUMBER ANVA82AB; 
3) OFF PUMP CABG PACK - 170316, MODEL/ITEM NUMBER BHOP48O; 
4) OFF PUMP CABG PACK - 170316, MODEL/ITEM NUMBER BHOP48P; 
5) PEDIATRIC OPEN HEART PACK - 170212, MODEL/ITEM NUMBER BHPH18F; 
6) PEDIATRIC OPEN HEART PACK - 170212, MODEL/ITEM NUMBER BHPH18G; 
7) CABG ACCESSORY PACK, MODEL/ITEM NUMBER HGCB98F; 
8) CV SET UP PACK, MODEL/ITEM NUMBER HGCV05K; 
9) OPEN HEART PACK B - COMPONENTS, MODEL/ITEM NUMBER HGOH99H; 
10) STRADLE TABLE PACK - 301659, MODEL/ITEM NUMBER MHCV10AM; 
11) MINOR VASCULAR PACK, MODEL/ITEM NUMBER MTVS73D; 
12) AV GRAFT RCH  0246952, MODEL/ITEM NUMBER RCAV40C; 
13) OPEN HEART PART 1 RCH  0247159, MODEL/ITEM NUMBER RCOH61G; 
14) CARDIO 612968, MODEL/ITEM NUMBER TNCA08T; 
15) CV B PACK, MODEL/ITEM NUMBER TNCB10AM; 
16) A-V FISTULA - 206042, MODEL/ITEM NUMBER UDAV16AD; 
17) CAROTID PACK - 206045, MODEL/ITEM NUMBER UDCP24AF; 
18) FEM POP PACK - 206052, MODEL/ITEM NUMBER UDFP36AH; 
19) CARDIOVASCULAR SUPPLY (PS 907285), MODEL/ITEM NUMBER UICD62AN; 
20) SFCH PEDS CARDIAC SUPPLY PACK (PS131653), MODEL/ITEM NUMBER UICS88S; 
21) SFCH ECMO PACK (PS 107116), MODEL/ITEM NUMBER UIPD03Q; 
22) THORACIC SETUP (PS 035700), MODEL/ITEM NUMBER UITC53AL; 
23) VASCULAR PACK, MODEL/ITEM NUMBER UIVA75J; 
24) CABG ACCESSORY PACK 175619, MODEL/ITEM NUMBER UMCA14E; 
25) OPEN HEART ACCESS PACK 175628, MODEL/ITEM NUMBER UMOH42E; 
26) OPEN HEART ACCESS PACK 175628, MODEL/ITEM NUMBER UMOH42F; 
27) OPEN HEART ACCESS PACK 175628, MODEL/ITEM NUMBER UMOH42G.  
",AMERICAN CONTRACT SYSTEMS,2,CDRH,2025/08/28 14:26:34,2025/08/28 21:07:02,,American Contract Systems Inc,"During an internal investigation, ACS determined that the rationale for sterilization of certain components was not justified and therefore, some components are not fit for further sterilization according to ACS procedures. As a result, ACS is unable to confirm product sterilization assurance requirements were met."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215333,Z-2470-2025,"AMERICAN CONTRACT SYSTEMS, Medical Procedure kits and trays labeled as:  
1) LAPAROSCOPY PACK, MODEL/ITEM NUMBER EVLP61I; 
2)  PELVISCOPY, MODEL/ITEM NUMBER EVPV29G.  ",AMERICAN CONTRACT SYSTEMS,2,CDRH,2025/08/28 14:26:34,2025/08/28 21:07:02,,American Contract Systems Inc,"During an internal investigation, ACS determined that the rationale for sterilization of certain components was not justified and therefore, some components are not fit for further sterilization according to ACS procedures. As a result, ACS is unable to confirm product sterilization assurance requirements were met."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215334,Z-2471-2025,"AMERICAN CONTRACT SYSTEMS, Medical Procedure kits and trays labeled as:  
1) ROBOT HYST PACK, MODEL/ITEM NUMBER GRRB10E; 
2) VAG HYST PACK, MODEL/ITEM NUMBER SPVH62P.",AMERICAN CONTRACT SYSTEMS,2,CDRH,2025/08/28 14:26:34,2025/08/28 21:07:02,,American Contract Systems Inc,"During an internal investigation, ACS determined that the rationale for sterilization of certain components was not justified and therefore, some components are not fit for further sterilization according to ACS procedures. As a result, ACS is unable to confirm product sterilization assurance requirements were met."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215335,Z-2472-2025,"AMERICAN CONTRACT SYSTEMS, Medical Procedure kits and trays labeled as:  
1) ANTERIOR HIP PACK, MODEL/ITEM NUMBER AMAH40N; 
2)TOTAL KNEE DAN MYER, MODEL/ITEM NUMBER CCKM67F; 
3)HIP PROTHESIS PACK, MODEL/ITEM NUMBER HSTH03N; 
4)DTC ANTERIOR HIP PACK (PS 209459), MODEL/ITEM NUMBER MIAH65B; 
5)DR WHIDD0N TOTAL HIP CPP, MODEL/ITEM NUMBER MPWH01B; 
6)KNEE ARTHROSCOPY, MODEL/ITEM NUMBER SPKA57T; 
7)ANTERIOR HIP PACK, MODEL/ITEM NUMBER WVAH40H.",AMERICAN CONTRACT SYSTEMS,2,CDRH,2025/08/28 14:26:34,2025/08/28 21:07:02,,American Contract Systems Inc,"During an internal investigation, ACS determined that the rationale for sterilization of certain components was not justified and therefore, some components are not fit for further sterilization according to ACS procedures. As a result, ACS is unable to confirm product sterilization assurance requirements were met."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215330,Z-2467-2025,"AMERICAN CONTRACT SYSTEMS, Medical Procedure kits and trays labeled as:  
1)  A-C SUPPLEMENT PACK - 205946, Model/Item Number ANCV67X; 
2) KIDNEY PERFUSION PACK - 208439, Model/Item Number ANKP15AD; 
3) LAPCHOLAPPY PACK, Model/Item Number FYLA38G; 
4) CYSTO PACK, Model/Item Number HSCY13M; 
5) PICC DRESSING CHANGE KIT, Model/Item Number HSDR10K; 
6) MIDLINE CHANGE KIT, Model/Item Number HSMD20H; 
7) SHOULDER ARTHOSCOPY PACK, Model/Item Number PDSA12D; 
8) PDA LF SJW, Model/Item Number SWPD12K; 
9) AAA PACK - 206038, Model/Item Number UDAA63AH; 
10) BASIC CAB PACK - 206043, Model/Item Number UDBC35AF; 
11) BASIC HEART PACK - 206044, Model/Item Number UDBH37AX; 
12) FREE FLAP DRAPE PACK (PS 907864), Model/Item Number UIFF72AD; 
13) PROCUREMENT PACK, Model/Item Number UIPC89D; 
14) THYROID PACK (PS 096552), Model/Item Number UITR45W; 
15) TRAUMA PACK 175634, Model/Item Number UMTR17B; 
16) TRAUMA PACK 175634, Model/Item Number UMTR17C.  ",AMERICAN CONTRACT SYSTEMS,2,CDRH,2025/08/28 14:26:34,2025/08/28 21:07:02,,American Contract Systems Inc,"During an internal investigation, ACS determined that the rationale for sterilization of certain components was not justified and therefore, some components are not fit for further sterilization according to ACS procedures. As a result, ACS is unable to confirm product sterilization assurance requirements were met."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=215332,Z-2469-2025,"AMERICAN CONTRACT SYSTEMS, Medical Procedure kits and trays labeled as:  
1) BORN ON ARRIVAL KIT, Model/Item Number LLBN11C; 
2) LABOR & DELIVERY PACK, Model/Item Number LLLD19I.  
",AMERICAN CONTRACT SYSTEMS,2,CDRH,2025/08/28 14:26:34,2025/08/28 21:07:02,,American Contract Systems Inc,"During an internal investigation, ACS determined that the rationale for sterilization of certain components was not justified and therefore, some components are not fit for further sterilization according to ACS procedures. As a result, ACS is unable to confirm product sterilization assurance requirements were met."
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=213001,Z-2477-2025,"BD Pyxis
Product Name / UDI-DI code / Catalog No.
BD Pyxis"" MedStation"" 4000 Main / 10885403512629 / 303

BD Pyxis"" MedStation"" ES Tower / 10885403512674 / 352

BD Pyxis"" Anesthesia Station ES / 10885403477836 / 327

BD Pyxis"" MedStation"" ES (Main) / 10885403512667 / 323

BD Pyxis"" CII Safe ES / 10885403512605 / 1116-00

BD Pyxis"" Enterprise Server / 10885403518348 and 10885403520341 / 1115-00

BD Pyxis"" CIISafe, V9.X, SGL IM, BIO, / 10885403512520 / 111-221

BD Pyxis"" CIISafe, V7.X, DBL INTG MAIN, BIO, SOLID DO / N/A / 111-194

BD Pyxis"" MedBank Tower / 10885403512568 / 169-29

BD Pyxis"" CIISafe, V8.X Desktop PC, Bio / N/A / 107-245-01

Supply Server / N/A / N/A

CCE Enterprise SW Site License (2-5) / N/A / N/A

BD Pyxis"" Logistics / N/A / 806

BD Pyxis"" SupplyStation"" V9 / N/A / 317

Security Module / N/A / 139698-01

Supply itParActive RF V11 / N/A / 138566-01

BD Knowledge Portal for Medication Technologies / N/A / 136607-01

STOCKSTN V10.X WRD/WL SCANNERS / N/A / 132-53-02

PRS STOCKSTN V10.X WRD/WL SCANNERS / N/A / 132-53-01

STOCKSTN V10.X WIRED SCANNER / N/A / 132-52-02

PRS STOCKSTN V10.X WIRED SCANNER / N/A / 132-52-01

BD Pyxis"" CII Safe ES, Desktop PC / N/A / 1156-00

BD Pyxis"" SupplyStation"" Panel PC V11 / N/A / 1132-00

Pyxis"" SupplyRoller V11 / N/A / 1127-00

Dell 640 Server / N/A / 1128-00

BD Pyxis"" SupplyStation"" System V11 / N/A / 1123-00

BD Pyxis"" SupplyRoller V10 / N/A / 1101-00

BD Pyxis"" SupplyStation"" System V10 / **** / 347

BD Pyxis CII Safe,V9.X DESKTOP PC / **** / 107-252-01

BD Pyxis CII Safe,V7.X,DBL INTG MAIN,BIO,CLEAR DO	111-191

BD Pyxis CII Safe, V9.X, DBL IM, BIO, SLD DOORS	/ **** / 111-215

BD Care Coordination Engine (CCE) / **** / 134056-01

The Pyxis devices are automated medication dispensing cabinet that is intended to securely store and dispense medications to a qualified and authorized healthcare provider.",BD Pyxis,2,CDRH,2025/08/28 ,2025/08/28 21:06:29,,"CareFusion 303, Inc.",Antivirus software was not consistently installed on impacted devices during the implementation process.
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=214316,Z-2462-2025,"Bardex Lubri-Sil I.C. 400-series Temperature Sensing Silver/Hydrogel Coated All-Silicone Foley Catheter 5cc Balloon, REF: 119314; 
SureStep Foley Tray System Lubri-Sil I.C. Complete Care, REF: A319514A;
Bard Silver Lubri-Sil Foley Tray Temperature Sensing with Bard Hydrogel and Bacti-Guard Silver Alloy Coating, 14Fr, REF: 29000J14, 29030J14, 29000J14S;
Bard Silver Lubri-Sil Foley Tray Temperature Sensing, Complete Care with Bard Hydrogel and Bacti-Guard Silver Alloy Coating, 14Fr, REF: 29030J14S",Bardex Lubri-Sil I.C. 400-series Temperature Sensing Silver/Hydrogel Coated All-Silicone Foley Cathe,2,CDRH,2025/08/28 ,2025/08/28 21:06:53,,C.R. Bard Inc,"Foley catheter may have an obstructed lumen, which may result in an inability to drain the bladder, of urine and may include pelvic or abdominal pain, flank pain, bladder dysfunction, obstructive uropathy, acute kidney injury and/or hydronephrosis."
